vessel_id,country,shiptype
8dd740581e90349c492935bdb623ddcc40e51d8f023b21f51f98add6d5b36a7a,Cyprus,80.0
8b4d6f5da0e4676ca5436d6e254edcdeafe1040eb64d0f8a0acc697e3175e6dd,Germany,36.0
d8588b7f403c8c8643bde901432cab0d55b5059149f561ca654e616119b97ea0,Germany,36.0
eb53ba5208166931d825edf75447e5ec557bcdc0a36321bc0f362129d331167f,Germany,36.0
6d1be983c5c5527570f30a96643112f2310b5d78b3cae3ec1ef75990cd73cbc9,Germany,36.0
19f04202da1a0a018ce20b042fa9573bf19e58e334f0f5510b28aa3e99024050,Germany,36.0
6c2f843e449ad098ea30444af32c8ef2fa2377c1d4a30278de2e8f586c215806,Germany,37.0
452c4e1b89add766d8b9888b18aeeeb41890b24141b6514b4ab49d358905d6e0,Germany,35.0
5b62e262bdfc4033e8beb6012c21bbd367e13ce933165b8a4d2e014a94b0fede,Germany,35.0
113c9dfad9b1fe2878094792646063e6ab6e978aa497fe238fa9d4a235b0dc31,Germany,35.0
50074f6fc42c8439fdc75602f02b6f9b77c2a8272a7e6443315bc1d638fd4f2a,Germany,36.0
26f8c0a5bf0a5ffe61dfbe0c7a94d555465941a1ebb3caa61981313ab2ba21d9,Germany,36.0
3d43534e531dd6bdb318d56d9049a59bdd41fa8d6a82c441a8d4f7d9932a8171,Germany,36.0
a941ee5e2f45efda0c625a2923e4007c3ef1e1c1ba80d1584d2877b39d988e4e,Germany,36.0
5c4855160b9011c9785769f5739c6e21deffe30e867973e8384926e9707044c3,Germany,89.0
d108274e3ebd59d1394cb8f2caf7c6e9a8b9c8d77e7e783fc0cce653f90c603f,Germany,36.0
48b3ef1214500e085e9d124f9637c8ef430ac2c9226436f858252f21c7a61ee6,Germany,37.0
12c01ef302ff16255bc8d7f5dce23ce51d17cb51ee4a96e958acb097b5ad3302,Germany,37.0
3d16ff1f27862524860fffb4c3954d55d853fba7f3fbb9070e6a6fbc0bd14a2a,Germany,80.0
607c8a6763571dd2b7870a779a1ea945bb492b9b675d2193f0821b5718ac496e,Germany,36.0
7c9bfc03ff46544be861d6ff39c5edebb2853c5bfe389cf4ec348485a1e59d25,Germany,
042dcce9451d1b3a41516e8b621fb4560ad65b6f6013b75291518c3d7cff6af7,Germany,36.0
b70c91adfb196f313ea59a6a9813a4193e517ba6c77cf4d78607ec9c58c756a8,Germany,36.0
24002c5c847e963f96c6e26ce32fe36a99fb82102e62bd4a62f1c33538d060c7,Germany,36.0
0f600d25910ef398408dce86454417ce5288f834f519fcde9e37fd9f10086eef,Germany,37.0
b32312132d04c4e0c02760a1e61ad0b16b33535147a2e75e3746802befbf2df7,Germany,36.0
8ebd099dd58edb20f2e7b937d96a7d7d20fb652c504fcc9e68e2f9a133bb0d92,Germany,36.0
1dd66e3b3e6303ae7d7b382c559a2a431a1948b700de4a37fd84c82cbf62d3ca,Germany,36.0
c25d1504e2bdcf0fc055211aa8a7411b5548492a5f230ff3d8ccc422d2d2fdca,Germany,36.0
23f0e538a78c9fd708ff1b8731ea400301c5e8baab46543da52b659ac0713e7c,Germany,36.0
4f1b32801691ded92fe01c016d03f30c93c2a57e3991636b97186c27b9a91594,Germany,37.0
9c2c22f08f96eaaa15285ebc9914f32ea7bf5b526854d541f60b2167a0bc10eb,Germany,36.0
f5157e3f249951eb43896e084bb8ec342074e64941e62edaa503cdab93134cb4,Germany,36.0
edabbc178653e90053d416365ef01d148a59701dd6a3021598b5a8f6f293af26,Germany,36.0
43227c40ab780bcf7eacedb32882c2c4ac319857a300ad090528a7321a1451ee,Germany,36.0
c88983b58ef88025db8cb02244fa7e977f295ecac061e8fde67fd88c6f0905b1,Germany,36.0
6e2b4aa5570d6101519322d432364956985d7ef8a6299971106e4c0feb1aaab9,Germany,36.0
5c5c42ab522534ddd36cafe501e117f8df7332e00aa8488632cdfb355cca588b,Germany,36.0
58f7c4302375b12030fb969d5caf0da3308afa76f521fef783e6dafa0582e877,Germany,36.0
06551c8d11489bd760c854b44f5a1946d68004c63272656b477a96ca1f56b8b1,Germany,36.0
e5a79ab716ac2cf7865802c291eb84601d8ee6c9fa80000f86f2464956ae3f86,Germany,36.0
5bb4a26ff09b9bea641b87e7a314f1be7f3bd003090a8ea85f012d8ace417756,Germany,37.0
157413ea7f12f7799c85e1febcc44428e894b7c5425a0a2ec06dace468fbcce8,Germany,36.0
1a68907520838259e22eda3e70ef922aa488b7e619747f218cc45e3f7ad991d4,Germany,79.0
9c4e8f254f790e6d6ad318cd3b1416385a640f3463f44859fe4ec6e245022e28,Cyprus,33.0
bb6169eea89e65790af150c1a5f779a217e047d7c22be010aa834342654725fc,Cyprus,
cdf6f9a3502d3d1236842a7827bdc9ddcb1bebf627b50dd3a617750ca627cc9b,Cyprus,89.0
f695447603e623ec3e0f9d7667932e9a81880b56757f966cfd6d647d6ce355a6,Cyprus,40.0
8ef89226862bc21549259fe854b06a3eb55a16d891cf9e4e8f51a21a1ac7fe7d,Cyprus,70.0
5982d29cba80cff976da1e5bd7daa28fefcb4bd0c7168a5573db732a81c7e1b2,Cyprus,90.0
ce1b160a8b027d79d38ef89a93201e8054d79d2633788bc82e951bcdf4e471e7,Cyprus,70.0
2ff9e62940f808d8e49a3f4dd20368aae538deef3d3d4d70cc750bcfc58987db,Cyprus,70.0
1d8c485ea4b5879e7c637b0e603d7c00936aa9290582aa7df14ea995e2539e7f,Cyprus,90.0
a9b430a45084abf4d8ae560a90825515d5ab5b6aad1acbcfbadacc7e1afa8a9e,Cyprus,33.0
c9ade11fbd7f6ecdfbb2643eec8beac8ed42ee30556454585039ae0218a2616a,Cyprus,37.0
26b4a27e974b4e782fd9ba591bb73cf777f5a59ddf2750e3d8e1610206761462,Cyprus,36.0
dd27ce5100ec3e367059864b8592b68427f928b5470abea3df86bbcd849786f2,Moldova,70.0
40c26a5549f3a725da5a158efdecf300bb611c40967e3e00178eba2e91593eea,Moldova,76.0
1923e0c5d095b440e5b605d0f92c66f4308bb876a64006b447cae543ccc2b2d3,Moldova,70.0
5f809dd85f831d3704f65f334680bd3aa51372f2091587132153d9fa5ae8c5c6,Moldova,70.0
d95102154aa4645c067aff79a8af4f6675675f959d771de23ebb6d3bed1a49cf,Moldova,70.0
59587a34286d74708bfcbe78e3985d72f56db78aad3a196b142b7a2ef6db067d,Moldova,70.0
fbad7db9da26c172b5b4184fd98c6270e2c061d0129ef9c223da8e560db0e842,Moldova,70.0
44e7086ee86bc2640bbc85bc18b8b1da06f269365c3e9ea6f7436fc7d285a73e,Moldova,70.0
e064ed02bc514c9eb82cff9e0bf3287ede068db40ecb39354d6314d3f927c6de,Moldova,70.0
f9037494b365e9f2e83b0fe8aa42989a709c6ca6eb9f1e61fd2f1db21c2c231c,Moldova,70.0
27296811a93dee6c13228eab050c7e397cae3ca073c943f13bb2404569173cd8,Moldova,70.0
21fe97527f245bcf056726eb254ae3dd85b5a566c7bf154b290ae2a4fa8b08f1,Moldova,70.0
de58563a8b23e87ad700e84f5b0a25480ac46399adb4b7cb7e3387897f8405af,Moldova,70.0
9203433b9bb9592fe1f36e719e2609f7697bda7074a536cdcd42e7eb2e35a299,Moldova,
97c60f68cc6c052bf6fd632676495accedf5175058279520c3ad5dc231fb5bc5,Moldova,4.0
0abdcbb0b65b61353fc2a0e23dfe4baf3560127a8214f33bf0477861ddc84884,Moldova,70.0
e100080e7d6f2cd1aa17af17f7ac4a2f69cc827b861709cfe06ccc331458763e,Moldova,70.0
3bd6678fcf0b13b9ca8dd5699d73642d7cae7f62968e58fb4f61dd93ac11fb9a,Malta,36.0
c2ead4a3885c52446c5f2f3770ed667d47d6685cdd2ebbfd2f17a2c39786100f,Malta,37.0
e06da979c8fb486520911e8e64b81786f46a7824a8245d1af19f673be361871c,Malta,37.0
40297cfce785ac343fbdb158049ee496c9c38cf0f110f4ba28508ada434ecbac,Malta,37.0
ea1575c4b2d59814127a5b18d2fa492aab6498a28fa8d7e81574320fb8ed19b0,Malta,37.0
55394b59893495e78ec8e85922f4789752cea92f2e3b8d799bbe5fc4abd6fa20,Malta,37.0
b8c8eefcf274916126b40a799532e0d455694feffabd06ae106c8563d376797b,Malta,36.0
6f7fbebb26c97cca4f6f6b6a4a2a15a449fa765c934bfb59fea8a1ee211ae046,Malta,37.0
6668a5cfee3d5f51e8d7cf509d2e0d40acedc3e068e84230658eeb2672b15773,Malta,37.0
789bae5282779560ab520da8288fba688bfc8afd4dac834c38cb7c8ac87bb956,Malta,37.0
fbd86b7447cc49b9f63aaaf48b8aa2368770af03f80f4dd76bb6706adb2da65d,Malta,36.0
cc1b41e1567caaf5ca0d47752ae350029b1c050ae42f70c6da18c4ad7e5c049a,Malta,37.0
f33d3e58faffe9af9cdbe1794415385d819b693d057244238933796c17e54e98,Malta,37.0
a5f8dd6460b7c6684c1fb95b8af399bb10610c8e88351630a25a29f4dd888265,Malta,36.0
84dfbc042f393b39b494e4469c3f44bf1ba9821c5636a21ec4383a73952e8f76,Malta,37.0
555c4a431b7af4c7ba3bf614732718c6d438797a4bc738218a2930b966fbf1ee,Malta,36.0
cb8f59e454a67dc4704d8d2c83d9781bb519d8f95b57d80ffaf02e8ce28d7240,Malta,36.0
bb294a88336cadc7ebdee60a72f6ff4159d74e62805a80d213cc7aee769093e2,Malta,82.0
e5374107c4a3d5df5d52126ad425ade58031d4b945f6c287074d420db3ed89b8,Malta,71.0
19c40baa84ed11609c720e9a6723e8a5b77862891153d66dcf04d356df1b14d6,Malta,80.0
31d53646125aa3c0b06242ea56ce7582dd3e85847efd09209a3cb84561675dea,Malta,70.0
cca10ae34806564165631c3878d457e40df4c0d9d684239ad76d9955d46a8619,Malta,70.0
5bbdfa703c8aa9c46721a963b483aa6e225f099c0c8127e2e17add158824b895,Malta,70.0
a7c3a5f66756ecb871621310a55f5034955eb449e8c1d7f3d97833e94c5fa9c6,Malta,80.0
6ec43c59c02bfa1e008788ca46fd8c5ae6971e01f44d72cf3dad9be2c7b9dfee,Malta,80.0
4d3ca4f726f2819ab106c1ab1286636316035df73db3a6d4a95473bb9b384bf2,Malta,80.0
be94997a2b82184078fe6131bc23bfb17d84859f6dbd4c20ae04dffa47e65c2a,Malta,81.0
0491543b109d39fb2d66f7fcde3b7a18e4426e4cd9891fcd8f400cbb74ae81b2,Malta,70.0
1f9aa66bf630fa744c1858acde8da6d7cab1b09413ab1fc8b35659767012b8ff,Malta,81.0
c671765108f9590aaf596ff4a07a51099093288eac85932eef3a4c689f897d55,Malta,70.0
7fa164b8739ac0edf67aa6b607557cd9c17b78654e65a8a3cdf8b55fd78e1d60,Malta,80.0
82e251cad1e1c815c5c6104f9a8ecb1f8acc0729a1eb7e965dff87c6204466fc,Malta,37.0
dcd49720d6e60fe94f68ae2d9713633f617ff707529dd6985c446e135fb9a6af,Malta,80.0
4f15fa884ebb74a220bd3f698a3ccf032c45689d133dfed6c67fe2a797966f89,Malta,80.0
aac965e462921d086a716fa3fae60b3510924d2afbd51dd9f41e302897af8281,Malta,81.0
fd72660bb740785812127951ad272942ec504fd2097920ac26a9797a533d6e67,Malta,89.0
79a7b64b7ba00f800bd700cfd58e47d734bbffd009d865feb0f93bf47278d85d,Malta,89.0
349db4b384a528ab133a4a0b91b10a15f61d68f1ee664e8d65cc80b8edca0fa8,Malta,80.0
854d93692fca17873f0be7a49bad2fdc237466e756f2b7d86bc1a555e071eaa6,Malta,89.0
cbd3fe9b173f59f5e247d930645910e5af6325bd5516d0c371ae6519e04d8d48,Malta,83.0
a6fe7302aa3eb4c1f02d374300902bb53e6dfd1eafe12c192deff79c538e89db,Malta,37.0
4f79880040a216e2a41bbf2ebe33d8942c186c491528016c03077a6fd60a3256,Malta,70.0
71d1aab3fb50b5d8e2c61e666f31f48eb20509a97e3ec29e0d70f7af6f665be0,Malta,70.0
cbd304a1bb2b5f5307046c3d4f51568bdbcbd3f346bb431dd619995aa9724fed,Malta,80.0
faf8b6af53c6f7d58f283c9bd2329675f3204e2da9bf5df5f7dcec30dd48fd13,Malta,70.0
89c20c5d02f4f7b0f6df4efd33ddb576bd670d3a547befd6a33f121dee413419,Malta,81.0
884765820b58c396febb21c0e02a77bff379d8f73b29bd05059dc386efa1b9c7,Malta,
dc619bac88f00b3b4134c72a4fb798b1ad93d771e224e268d7c716ff80bb99b2,Malta,36.0
47e4c7bb3342a5bb5d223a5fcdf024ba811ce7651cfefaa8422b948716f1b536,Malta,84.0
f63816a1f766bbb6a4b3b7c11d78857eb570cdb6506ca93608ae90714b9ff275,Malta,80.0
2923c9852b4ddbd7c003c9bb30cd9e2f1023fbf071e39b3f8f2105069b136bf0,Malta,81.0
bb4c60c7ad83e94d0cb944c361ece08dfee2cd5d04b1d2fe9e51979c39e8b563,Malta,80.0
e07f1a321e85e66f4fd880aa5261e10f0c7564204fa8a1af5be6e14843df3e37,Malta,60.0
e81a11bd231bac131f574905996b192531930b3bfee7399b9e8947eb8a76cc7b,Malta,37.0
3410c5834fe4d9778a379b7befd76877c3998223cc0f5f97fd5387f28219ce69,Malta,81.0
7bf4770f20f5acbe2ee836298f9e86220071a7715c9508b272508f13e9bc5878,Malta,89.0
478c3ff64afbfc95c6e326ab0bb8ddec812294da44a31bf35d6edda846087cf4,Malta,80.0
17aa3715bb7f277c39817d7a13a9b3d8d05b8752fb6a8b779368e32cc6195456,Malta,70.0
04fd9431d469b5b9e30ddd0c94ce0544749a38e3d4abe8b5748b4a8f0c9981c4,Malta,81.0
80bd93446545419e93fcc1cca849b70cebfabbde7168a61583c975e37e565d84,Malta,80.0
5a838a7d8d8396889a2a7e553d11598036a9fb70577c676846f3a34b3ecf23c1,Malta,80.0
5e74bbd7e44a68547e4dfa427406bf7ba4c7b9c09aa8376033cbe53297b4f035,Malta,80.0
56396c3f966f19fe841caed00efbfc0cc0dc4e3f33f5c9a17ac3964913f74064,Germany,74.0
91ba7758d782b68be0dd06e63bd071df5ed8f98ebbe326c008715a1846987959,Germany,74.0
d1f29a90986cd2d8560080f767328d919f6c36cd905a9c66802447c27547e31d,Germany,71.0
2df567cb9e498244fa513d76c3305a3a232c883db5296fab64ba8c052a2d073d,Germany,70.0
7a5a729ced2d36aea9b77f1ab6e2665ca3a805c6c04325ee94a597f8802ad2be,Germany,71.0
4391979f6970a4dd44c17ae48f3a1be9b8041a6777929404f0ace8b4d7ba3a0c,Germany,71.0
915597c7733a60cf53766e78b1f72f12eea50b0f03bfde3ddc57c3f9a7d15947,Germany,71.0
4520ad574a635611951d5eae050eab5773c331c35f66ad625b37c25e291acd9b,Germany,71.0
c5a03de98a361f7fe07c06002996e78053f7d8495ec3593a5ce4ee459f3c655e,Germany,89.0
e4a7d35dcf043c1903aba579378f9ae610a2560c69cec1cfaad196fc54264b80,Germany,74.0
1c0bfe5ded1ee4414fad4ba8c3e64b38649c22317d4c424490b6fb15558339af,Germany,71.0
45cbf9d5ac0584f209ce8460b003c3070879609e449ca5477e6d21c6594f9c6b,Denmark,36.0
69f18bd4aa3721908e91c7b73937c8f549b3da574981aa8554d3a551da5aaa9b,Denmark,36.0
01ff0c73f0f5c24906ad2e5ecbb34bdd474fa5e11e545e2c129c97b5b60846b5,Denmark,36.0
5d7ca1b78184ce30e917cb78f5379066c5ade75b8161236b696d3fa70db2f27e,Denmark,37.0
2fc08fa98ea89a4668a49f4ed238c4f4357e4565cad416358a452440c8e3a9a3,Denmark,36.0
c55064e578c477537213a6791e1dcbe7a60f226effd50cb9d62458a5d517dbc7,Denmark,37.0
8021a57db4aaed37896ce2efe93966a4a6f82b751f6b7093bca798dc526ff9b3,Denmark,37.0
756a615f61861fe5ec93a5a8110edb6323ea248fcbcefdcb6ffacc22b1e1b15f,Denmark,71.0
66ff443e7dacc9dd909e478349f102559a93394ddf78a27de95f8ef569f29022,Denmark,80.0
996ad7d5f98463f18d8191e8d0c155532a8c12bb67f0bbcda3870409ce4cad97,Denmark,89.0
457b5972b9e8c04312b1dcbee531b6e6fcffc836c7ce99ae6292c1dec7c32d79,Denmark,89.0
9a73abcad4a22cdf2c8e67027f88c7384a073454ef5ec807bad1530c854578fe,Denmark,36.0
90b63dc6990f278900a4371c0f061c15a0e7bb587229d2efd897e3c2040995ee,Denmark,71.0
6e446a522f459b6d0cd8addb84502efdc7a1d497c19f00461a9847bd460349dd,Denmark,37.0
34f9e06a0571a96738a44caa2f660fbd8da3114583582deaa694abbc8d436283,Denmark,89.0
47402828d1d2e0da6e40432e8e3d7a42bfe49e4bfffbb6afb6915afc8a80a0ea,Denmark,89.0
9751e0b00033a01f90b0f5914e0761b58e3077b5355a134cec554d00f58a1f08,Denmark,52.0
7c50137999132d51b3a2ce2ba94c1b11382d6d5fb7dda7526a4c3a791956c621,Denmark,80.0
eec5fc8388fe362e1569a550d953cbb3db3a16dd0a2d175707938e7a305bedd9,Denmark,80.0
3d8005874496889f781b94633427416c34f476a0abaebcf99330e929d7c50b88,Spain,37.0
73464d28470181e745fe42718f0d43326d7af30000a2feaab7a3f89a0bff87c0,Spain,36.0
1e4a4896d6b9443edbad2bb73bac17405a2aca59f1e1ce279073d13aa3e10d57,Spain,37.0
d05328f18391957fc2cb6d1ad2d401804ed6846fd5e1a98e41a15ce91ae47121,Spain,36.0
fbff0bb75b4a33449e3569bc55337969c8fe89e598c8c64f9f2798184a410d2a,Spain,36.0
ca060094d7e63fe9aea602e72c8a8cb5a3721c8a99b7e2e4cc2373271bf3f7d3,Spain,99.0
6207d001f4a9dc2639b08d653b2d23e21e397b1cc89de67ae8bc73662cd11078,Spain,36.0
d071587f02fa823578476325c7222ed3b4d4f55204ef4df506757a8ad4d1e965,Spain,36.0
2e97208bd003262c8342f4749d3a4a08400e06f6ab80684e0f8c01ecf9ee7f0f,Spain,37.0
8f2ec040157b8e540e083affee338bacda987897b0dc19f70f6236bb1f4dd735,Spain,99.0
79a601e0e147cb9f5fae16967d65f3536259d5c5cf7398be853682afe4e407ec,Spain,36.0
93aa51fbc6b75dc5abea483a5726da628341cb36570a7f690593e7bb83f01f00,France,89.0
e7513e11717771aa818c7f4dfd14ff6550a531c20e2256cad178cb738c52a180,France,89.0
ec6bd2a3cb7d35d971d523818a75a7545ca0895edc22f24e89e70c68144919fb,France,82.0
a7bcea48826342776d2c63b6798a40257fc322ef03f83644ff246082839c1ff4,France,37.0
f9a05329d6de3fe83539e3fa29212489bae603a5f7cb50ff60173d4faa6e17e6,France,36.0
40df432d8b659f0a5db6d46f3b6ca58c338dff93f7067f8e2d5030156fef2a19,France,36.0
b4b25017aa6acc7d279167827294d383dea1aefbdcd9257886a278b706dddd84,France,36.0
cbdc4c5762e3148e793fa2acb5f65985fe39c85e6455394d74daf4e4b5ddd572,France,36.0
28f6ff25dbb5cf127232be2ded49267902e768949c4f1615b9101fb00400c5a4,France,37.0
8bc1a3772cd4652ee615839743fcf45eb77f42cbe56085f2d97356708f2de20a,France,36.0
a6137c45b3d5fce9f291e4f22ffa4a81fff2cebe6606c3e2342dc14ea15bbc03,France,36.0
60fa2d71849c87c977cafb0f2163577410be6c4e25b1cf6e23aa29327561c594,France,97.0
09df79e968de6aa4fe2f95ff497409ef8bf5d21b1ef40f4b8e73534cdef8cd88,France,36.0
4dd257364e9a4ae54d7aba53a09a6a89f1cbd594684145ee5826ef24871a3a01,France,37.0
46977236ffb5649aece4e5d7fb7d4666e51f8c7c3d430f1c36290dac802aa356,France,36.0
c852ccb835ed9a4663546a3ad511357f209e340e01f3ba5af381ee0e1885b994,France,36.0
b30652fa7af5c3fd87ab9e77cf8169535d859d8888341fc04635902433bbd9ff,France,37.0
d2ff40e642ed3d541ae4e95dc8b07f397b150b3c8d6e5475b645a2be7f26a24b,France,36.0
e4866fbc7898c1709961a14632e18d8d371f0e894c45e44836e76a1e0f1c51d8,France,36.0
7a0f35e21859ca70b7b2ed4083961d75052665a1fa58890758efdd92806a122d,France,36.0
8f2d7b59a36dc91bec9bcb470d0d31f0030e943e4d95402c0a8c73a1b010bd64,France,69.0
0e7e05d54be34a42075cd36e8c7b8eec9acc94e28477c976abff161c9cef4151,France,37.0
a35e737848ffa0112d3b934aa026456466855c94f3cfc32d26be9d69263f76f9,France,36.0
5c0c4d60d1c46fa07d339ee64e783289d25e8baf93805632090f478e199e12a8,France,36.0
5a42d880b07b05b9bcd53ef9883373f0a4acea9f04779354bd3450f1831cfb97,France,36.0
a4b06f72df149e88104a83be84c10435e003411175172ae0d615d7100b3950c1,France,36.0
84798086596bae5b827934829a88387e81b1c5dab83d078243c18297aa4508bf,France,36.0
05cf88ebad5678c4cc7208cc75f84e62e6a61bea8df60a797c5e387aa243bdf4,France,36.0
0ba4642f0e8989b40e56691015dcb427754ccbb1b2e44a2e74e8ebf4ba7eb786,France,37.0
